,Test,=,==,===,====,=====,======,,,,,acc,auc,f1,mcc,precision,recall,acc_std,auc_std,f1_std,mcc_std,precision_std,recall_std
2,fold_2,0.876254181,0.93027256,0.810902896,0.719328462,0.827826087,0.794657763,,,,,,,,,,,,,,,,
3,fold_3,0.86761427,0.927948429,0.796224796,0.698894331,0.819064431,0.774624374,,,,,,,,,,,,,,,,
4,fold_4,0.871794872,0.930337173,0.802744425,0.708472857,0.825396825,0.78130217,,,,,,,,,,,,,,,,
5,fold_5,0.872909699,0.927795454,0.804794521,0.711187313,0.826010545,0.784641068,,,,,,,,,,,,,,,,
6,mean,0.872630992,0.929245674,0.80440593,0.710575998,0.825388927,0.784474124,,,,,,,,,,,,,,,,
7, ,acc_std,auc_std,f1_std,mcc_std,precision_std,recall_std,,,,,,,,,,,,,,,,
8,mean_std,0.003274064,0.001267635,0.005495395,0.007704047,0.003772893,0.007381533,,,,,,,,,,,,,,,,
9, , , , , , , ,,,,,,,,,,,,,,,,
,Test,=,==,===,====,=====,======,,,,,,,,,,,,,,,,
0,DDX3X_K562,acc,auc,f1,mcc,precision,recall,,,,,,,,,,,,,,,,
1,fold_1,0.842845327,0.873256857,0.743589744,0.636237312,0.812684366,0.685323383,,,,,,,,,,,,,,,,
2,fold_2,0.85070306,0.878803011,0.762967827,0.656674404,0.808066759,0.722636816,,,,,,,,,,,,,,,,
3,fold_3,0.844499586,0.875991788,0.756476684,0.643741074,0.789189189,0.726368159,,,,,,,,,,,,,,,,
4,fold_4,0.844913151,0.879723132,0.748827863,0.6415876,0.811320755,0.695273632,,,,,,,,,,,,,,,,
5,fold_5,0.843672457,0.875889296,0.751968504,0.640415217,0.795833333,0.712686567,,,,,,,,,,,,,,,,
6,mean,0.845326716,0.876732817,0.752766124,0.643731122,0.80341888,0.708457711,,,,,,,,,,,,,,,,
7, ,acc_std,auc_std,f1_std,mcc_std,precision_std,recall_std,,,,,,,,,,,,,,,,
8,mean_std,0.003108622,0.002577336,0.007385713,0.00773427,0.010367211,0.017668697,,,,,,,,,,,,,,,,
9, , , , , , , ,,,,,,,,,,,,,,,,
,Test,=,==,===,====,=====,======,,,,,,,,,,,,,,,,
0,DDX24_K562,acc,auc,f1,mcc,precision,recall,,,,,,,,,,,,,,,,
1,fold_1,0.697720798,0.665013778,0.331442974,0.216055913,0.591011236,0.230297723,,,,,,,,,,,,,,,,
2,fold_2,0.684045584,0.653915347,0.265076209,0.160170426,0.544959128,0.175131349,,,,,,,,,,,,,,,,
3,fold_3,0.695156695,0.685246515,0.295125165,0.199901451,0.595744681,0.19614711,,,,,,,,,,,,,,,,
4,fold_4,0.697150997,0.689756813,0.370633511,0.226388643,0.572212066,0.27408056,,,,,,,,,,,,,,,,
5,fold_5,0.694017094,0.687846491,0.321112516,0.203562209,0.577272727,0.222416813,,,,,,,,,,,,,,,,
6,mean,0.693618234,0.676355789,0.316678075,0.201215729,0.576239968,0.219614711,,,,,,,,,,,,,,,,
7, ,acc_std,auc_std,f1_std,mcc_std,precision_std,recall_std,,,,,,,,,,,,,,,,
8,mean_std,0.005555921,0.015991274,0.039611034,0.025228242,0.019965005,0.037476676,,,,,,,,,,,,,,,,
9, , , , , , , ,,,,,,,,,,,,,,,,
,Test,=,==,===,====,=====,======,,,,,,,,,,,,,,,,
0,FAM120A_K562,acc,auc,f1,mcc,precision,recall,,,,,,,,,,,,,,,,
1,fold_1,0.711137821,0.752062,0.509189925,0.322542959,0.615131579,0.43437863,,,,,,,,,,,,,,,,
2,fold_2,0.757211538,0.81375614,0.622665006,0.447598398,0.67114094,0.580720093,,,,,,,,,,,,,,,,
3,fold_3,0.756009615,0.814131921,0.613333333,0.441455943,0.676470588,0.56097561,,,,,,,,,,,,,,,,
4,fold_4,0.753605769,0.818487855,0.62974112,0.446160156,0.65375,0.607433217,,,,,,,,,,,,,,,,
5,fold_5,0.752403846,0.810249088,0.611320755,0.434710951,0.666666667,0.56445993,,,,,,,,,,,,,,,,
6,mean,0.746073718,0.801737401,0.597250028,0.418493681,0.656631955,0.549593496,,,,,,,,,,,,,,,,
7, ,acc_std,auc_std,f1_std,mcc_std,precision_std,recall_std,,,,,,,,,,,,,,,,
8,mean_std,0.019622005,0.027922868,0.049781603,0.053873288,0.024674705,0.066968887,,,,,,,,,,,,,,,,
9, , , , , , , ,,,,,,,,,,,,,,,,
,Test,=,==,===,====,=====,======,,,,,,,,,,,,,,,,
0,G3BP1_HepG2,acc,auc,f1,mcc,precision,recall,,,,,,,,,,,,,,,,
1,fold_1,0.67724359,0.575152518,0.03451582,0.06114938,0.620689655,0.017751479,,,,,,,,,,,,,,,,
2,fold_2,0.68525641,0.674832965,0.399020808,0.213505927,0.525806452,0.321499014,,,,,,,,,,,,,,,,
3,fold_3,0.686538462,0.668766425,0.286131387,0.172833514,0.550561798,0.193293886,,,,,,,,,,,,,,,,
4,fold_4,0.675961538,0.665052981,0.173344235,0.104220247,0.507177033,0.104536489,,,,,,,,,,,,,,,,
5,fold_5,0.682051282,0.68312008,0.30726257,0.16905567,0.526315789,0.216962525,,,,,,,,,,,,,,,,
6,mean,0.681410256,0.653384994,0.240054964,0.144152948,0.546110146,0.170808679,,,,,,,,,,,,,,,,
7, ,acc_std,auc_std,f1_std,mcc_std,precision_std,recall_std,,,,,,,,,,,,,,,,
8,mean_std,0.004705102,0.044264098,0.140184432,0.060697547,0.044445934,0.115284267,,,,,,,,,,,,,,,,
9, , , , , , , ,,,,,,,,,,,,,,,,
,Test,=,==,===,====,=====,======,,,,,,,,,,,,,,,,
0,GRWD1_HepG2,acc,auc,f1,mcc,precision,recall,,,,,,,,,,,,,,,,
1,fold_1,0.698564103,0.701615125,0.374547776,0.22911891,0.57179987,0.278481013,,,,,,,,,,,,,,,,
2,fold_2,0.697230769,0.698061529,0.41567696,0.242037344,0.554968288,0.332278481,,,,,,,,,,,,,,,,
3,fold_3,0.697948718,0.698907339,0.417869144,0.244316533,0.556608741,0.334493671,,,,,,,,,,,,,,,,
4,fold_4,0.696102564,0.696724443,0.360457587,0.218813589,0.566870333,0.264240506,,,,,,,,,,,,,,,,
5,fold_5,0.697538462,0.693744334,0.32377895,0.211207675,0.587843464,0.223417722,,,,,,,,,,,,,,,,
6,mean,0.697476923,0.697810554,0.378466083,0.22909881,0.567618139,0.286582278,,,,,,,,,,,,,,,,
7, ,acc_std,auc_std,f1_std,mcc_std,precision_std,recall_std,,,,,,,,,,,,,,,,
8,mean_std,0.000916214,0.002891992,0.039584063,0.01436022,0.013307286,0.047271003,,,,,,,,,,,,,,,,
9, , , , , , , ,,,,,,,,,,,,,,,,
,Test,=,==,===,====,=====,======,,,,,,,,,,,,,,,,
0,IGF2BP1_K562,acc,auc,f1,mcc,precision,recall,,,,,,,,,,,,,,,,
1,fold_1,0.727564103,0.788211714,0.511182109,0.347039441,0.643086817,0.424178155,,,,,,,,,,,,,,,,
2,fold_2,0.732905983,0.787498117,0.550359712,0.371353793,0.633103448,0.486744433,,,,,,,,,,,,,,,,
3,fold_3,0.733618234,0.793056215,0.509186352,0.359047623,0.667814114,0.41145281,,,,,,,,,,,,,,,,
4,fold_4,0.718660969,0.782829314,0.517114914,0.332779001,0.61038961,0.448568399,,,,,,,,,,,,,,,,
5,fold_5,0.722578348,0.79062373,0.464604811,0.324293357,0.66015625,0.358430541,,,,,,,,,,,,,,,,
6,mean,0.727065527,0.788443818,0.51048958,0.346902643,0.642910048,0.425874867,,,,,,,,,,,,,,,,
7, ,acc_std,auc_std,f1_std,mcc_std,precision_std,recall_std,,,,,,,,,,,,,,,,
8,mean_std,0.006482068,0.00382417,0.030582317,0.019079014,0.022756447,0.047380671,,,,,,,,,,,,,,,,
9, , , , , , , ,,,,,,,,,,,,,,,,
,Test,=,==,===,====,=====,======,,,,,,,,,,,,,,,,
0,LARP4_HepG2,acc,auc,f1,mcc,precision,recall,,,,,,,,,,,,,,,,
1,fold_1,0.713553114,0.711747609,0.41554559,0.272961498,0.605664488,0.316268487,,,,,,,,,,,,,,,,
2,fold_2,0.707326007,0.695341632,0.34987795,0.239911346,0.614285714,0.244596132,,,,,,,,,,,,,,,,
3,fold_3,0.710622711,0.709349372,0.401515152,0.262032452,0.600907029,0.301478953,,,,,,,,,,,,,,,,
4,fold_4,0.711355311,0.714849582,0.381475667,0.258108095,0.615189873,0.276450512,,,,,,,,,,,,,,,,
5,fold_5,0.717582418,0.710829985,0.439272727,0.289323776,0.608870968,0.343572241,,,,,,,,,,,,,,,,
6,mean,0.712087912,0.708423636,0.397537417,0.264467433,0.608983615,0.296473265,,,,,,,,,,,,,,,,
7, ,acc_std,auc_std,f1_std,mcc_std,precision_std,recall_std,,,,,,,,,,,,,,,,
8,mean_std,0.003797883,0.007584984,0.033953488,0.018298624,0.005976839,0.037839691,,,,,,,,,,,,,,,,
9, , , , , , , ,,,,,,,,,,,,,,,,
,Test,=,==,===,====,=====,======,,,,,,,,,,,,,,,,
0,LIN28B_K562,acc,auc,f1,mcc,precision,recall,,,,,,,,,,,,,,,,
1,fold_1,0.681363352,0.697915666,0.468440271,0.245496618,0.514318442,0.430076628,,,,,,,,,,,,,,,,
2,fold_2,0.670419012,0.691154877,0.488845781,0.245752028,0.495088409,0.482758621,,,,,,,,,,,,,,,,
3,fold_3,0.676985616,0.701680158,0.475900558,0.244540336,0.505933118,0.449233716,,,,,,,,,,,,,,,,
4,fold_4,0.677611007,0.696542919,0.446591519,0.227083083,0.507936508,0.398467433,,,,,,,,,,,,,,,,
5,fold_5,0.668855535,0.693527056,0.49929078,0.252024734,0.492997199,0.505747126,,,,,,,,,,,,,,,,
6,mean,0.675046904,0.696164136,0.475813782,0.24297936,0.503254735,0.453256705,,,,,,,,,,,,,,,,
7, ,acc_std,auc_std,f1_std,mcc_std,precision_std,recall_std,,,,,,,,,,,,,,,,
8,mean_std,0.005243596,0.004052305,0.020182414,0.009367114,0.008991722,0.042370308,,,,,,,,,,,,,,,,
9, , , , , , , ,,,,,,,,,,,,,,,,
,Test,=,==,===,====,=====,======,,,,,,,,,,,,,,,,
0,PABPC4_K562,acc,auc,f1,mcc,precision,recall,,,,,,,,,,,,,,,,
1,fold_1,0.714661407,0.710814397,0.436363636,0.279524785,0.591549296,0.345679012,,,,,,,,,,,,,,,,
2,fold_2,0.721893491,0.71590028,0.456298201,0.301423059,0.607876712,0.365226337,,,,,,,,,,,,,,,,
3,fold_3,0.722550953,0.715537961,0.479654747,0.311831417,0.598461538,0.400205761,,,,,,,,,,,,,,,,
4,fold_4,0.722550953,0.712789507,0.38573508,0.284261838,0.65920398,0.272633745,,,,,,,,,,,,,,,,
5,fold_5,0.721236029,0.709266217,0.452903226,0.298871445,0.607266436,0.361111111,,,,,,,,,,,,,,,,
6,mean,0.720578567,0.712861673,0.442190978,0.295182509,0.612871593,0.348971193,,,,,,,,,,,,,,,,
7, ,acc_std,auc_std,f1_std,mcc_std,precision_std,recall_std,,,,,,,,,,,,,,,,
8,mean_std,0.003352413,0.002894801,0.035137325,0.013173498,0.026764467,0.047103165,,,,,,,,,,,,,,,,
9, , , , , , , ,,,,,,,,,,,,,,,,
,Test,=,==,===,====,=====,======,,,,,,,,,,,,,,,,
0,PPIG_HepG2,acc,auc,f1,mcc,precision,recall,,,,,,,,,,,,,,,,
1,fold_1,0.735244315,0.777794124,0.52257361,0.360665084,0.644779333,0.439310598,,,,,,,,,,,,,,,,
2,fold_2,0.732462506,0.785835887,0.54541718,0.365095541,0.620383357,0.486615328,,,,,,,,,,,,,,,,
3,fold_3,0.730890179,0.773859856,0.562438545,0.371643072,0.606446141,0.524385772,,,,,,,,,,,,,,,,
4,fold_4,0.731132075,0.778585339,0.54899574,0.364737109,0.614441417,0.496149615,,,,,,,,,,,,,,,,
5,fold_5,0.730406386,0.783526106,0.571098711,0.37619815,0.600809717,0.544187752,,,,,,,,,,,,,,,,
6,mean,0.732027092,0.779920262,0.550104757,0.367667791,0.617371993,0.498129813,,,,,,,,,,,,,,,,
7, ,acc_std,auc_std,f1_std,mcc_std,precision_std,recall_std,,,,,,,,,,,,,,,,
8,mean_std,0.00195323,0.004770423,0.018533994,0.006180881,0.017047743,0.0400216,,,,,,,,,,,,,,,,
9, , , , , , , ,,,,,,,,,,,,,,,,
,Test,=,==,===,====,=====,======,,,,,,,,,,,,,,,,
0,PUM2_K562,acc,auc,f1,mcc,precision,recall,,,,,,,,,,,,,,,,
1,fold_1,0.8497151,0.917615979,0.783589744,0.66888227,0.767839196,0.8,,,,,,,,,,,,,,,,
2,fold_2,0.837606838,0.916632149,0.779497099,0.65694637,0.724168913,0.843979058,,,,,,,,,,,,,,,,
3,fold_3,0.841524217,0.912464011,0.776494224,0.655350714,0.746138996,0.809424084,,,,,,,,,,,,,,,,
4,fold_4,0.847934473,0.918285051,0.784016186,0.667796953,0.758317025,0.811518325,,,,,,,,,,,,,,,,
5,fold_5,0.842592593,0.91568392,0.775862069,0.655520628,0.752212389,0.80104712,,,,,,,,,,,,,,,,
6,mean,0.843874644,0.916136222,0.779891864,0.660899387,0.749735304,0.813193717,,,,,,,,,,,,,,,,
7, ,acc_std,auc_std,f1_std,mcc_std,precision_std,recall_std,,,,,,,,,,,,,,,,
8,mean_std,0.004925614,0.002277213,0.003828296,0.006830959,0.016386783,0.017932988,,,,,,,,,,,,,,,,
9, , , , , , , ,,,,,,,,,,,,,,,,
,Test,=,==,===,====,=====,======,,,,,,,,,,,,,,,,
0,RBM15_K562,acc,auc,f1,mcc,precision,recall,,,,,,,,,,,,,,,,
1,fold_1,0.728592163,0.747140542,0.474226804,0.326730948,0.638888889,0.37704918,,,,,,,,,,,,,,,,
2,fold_2,0.718432511,0.741933788,0.454033771,0.298991897,0.612658228,0.360655738,,,,,,,,,,,,,,,,
3,fold_3,0.714562167,0.734707745,0.404040404,0.275834379,0.626959248,0.298062593,,,,,,,,,,,,,,,,
4,fold_4,0.722302854,0.746899941,0.462043112,0.309665643,0.622474747,0.367362146,,,,,,,,,,,,,,,,
5,fold_5,0.729559748,0.754246485,0.505747126,0.339492906,0.62173913,0.426229508,,,,,,,,,,,,,,,,
6,mean,0.722689889,0.7449857,0.460018243,0.310143154,0.624544048,0.365871833,,,,,,,,,,,,,,,,
7, ,acc_std,auc_std,f1_std,mcc_std,precision_std,recall_std,,,,,,,,,,,,,,,,
8,mean_std,0.006449161,0.007228768,0.03696771,0.024689236,0.009552878,0.045813491,,,,,,,,,,,,,,,,
9, , , , , , , ,,,,,,,,,,,,,,,,
,Test,=,==,===,====,=====,======,,,,,,,,,,,,,,,,
0,RPS3_HepG2,acc,auc,f1,mcc,precision,recall,,,,,,,,,,,,,,,,
1,fold_1,0.722106722,0.780643404,0.51628468,0.333237757,0.601123596,0.45243129,,,,,,,,,,,,,,,,
2,fold_2,0.718295218,0.785793139,0.547075209,0.344573625,0.578327444,0.519027484,,,,,,,,,,,,,,,,
3,fold_3,0.732155232,0.78109893,0.547158758,0.364453244,0.613666229,0.493657505,,,,,,,,,,,,,,,,
4,fold_4,0.728343728,0.786916153,0.51425031,0.34309812,0.621257485,0.438689218,,,,,,,,,,,,,,,,
5,fold_5,0.72972973,0.784639611,0.547563805,0.36094772,0.606683805,0.498942918,,,,,,,,,,,,,,,,
6,mean,0.726126126,0.783818247,0.534466552,0.349262093,0.604211712,0.480549683,,,,,,,,,,,,,,,,
7, ,acc_std,auc_std,f1_std,mcc_std,precision_std,recall_std,,,,,,,,,,,,,,,,
8,mean_std,0.00573874,0.002812747,0.017541987,0.013077467,0.016321683,0.033666043,,,,,,,,,,,,,,,,
9, , , , , , , ,,,,,,,,,,,,,,,,
,Test,=,==,===,====,=====,======,,,,,,,,,,,,,,,,
0,SND1_HepG2,acc,auc,f1,mcc,precision,recall,,,,,,,,,,,,,,,,
1,fold_1,0.71685761,0.739442687,0.347169811,0.232687603,0.582278481,0.247311828,,,,,,,,,,,,,,,,
2,fold_2,0.709492635,0.734512264,0.479217604,0.282373405,0.52744887,0.4390681,,,,,,,,,,,,,,,,
3,fold_3,0.712765957,0.733838288,0.429268293,0.258535283,0.543209877,0.35483871,,,,,,,,,,,,,,,,
4,fold_4,0.712493181,0.729402453,0.425299891,0.25606131,0.543175487,0.349462366,,,,,,,,,,,,,,,,
5,fold_5,0.708674304,0.730649378,0.446632124,0.261297806,0.529484029,0.386200717,,,,,,,,,,,,,,,,
6,mean,0.712056738,0.733569014,0.425517545,0.258191081,0.545119349,0.355376344,,,,,,,,,,,,,,,,
7, ,acc_std,auc_std,f1_std,mcc_std,precision_std,recall_std,,,,,,,,,,,,,,,,
8,mean_std,0.003230996,0.003916209,0.048687793,0.017674263,0.022050708,0.07012071,,,,,,,,,,,,,,,,
9, , , , , , , ,,,,,,,,,,,,,,,,
,Test,=,==,===,====,=====,======,,,,,,,,,,,,,,,,
0,UCHL5_K562,acc,auc,f1,mcc,precision,recall,,,,,,,,,,,,,,,,
1,fold_1,0.6996892,0.73357951,0.52313387,0.30632564,0.5567958,0.49331006,,,,,,,,,,,,,,,,
2,fold_2,0.6981352,0.73542447,0.47641509,0.2785899,0.56605284,0.41128563,,,,,,,,,,,,,,,,
3,fold_3,0.7004662,0.73627154,0.56661046,0.33860613,0.54812398,0.58638743,,,,,,,,,,,,,,,,
4,fold_4,0.6954157,0.7374037,0.4699121,0.27100924,0.56093624,0.40430483,,,,,,,,,,,,,,,,
5,fold_5,0.70182595,0.73656597,0.52550232,0.31065547,0.56068602,0.49447353,,,,,,,,,,,,,,,,
6,mean,0.69910645,0.73584904,0.51231477,0.30103728,0.55851898,0.4779523,,,,,,,,,,,,,,,,
7, ,acc_std,auc_std,f1_std,mcc_std,precision_std,recall_std,,,,,,,,,,,,,,,,
8,mean_std,0.00245709,0.00145262,0.03976732,0.02709918,0.00667689,0.07438983,,,,,,,,,,,,,,,,
9, , , , , , , ,,,,,,,,,,,,,,,,
,Test,=,==,===,====,=====,======,,,,,,,,,,,,,,,,
0,UPF1_HepG2,acc,auc,f1,mcc,precision,recall,,,,,,,,,,,,,,,,
1,fold_1,0.801087801,0.858933512,0.689508793,0.544630347,0.720075997,0.661431065,,,,,,,,,,,,,,,,
2,fold_2,0.803807304,0.859644435,0.702416028,0.556222323,0.711641791,0.693426411,,,,,,,,,,,,,,,,
3,fold_3,0.807886558,0.860693557,0.710734133,0.566947695,0.714705882,0.706806283,,,,,,,,,,,,,,,,
4,fold_4,0.802253302,0.859171448,0.684047176,0.543662887,0.733200266,0.64107039,,,,,,,,,,,,,,,,
5,fold_5,0.804778555,0.862766354,0.688372093,0.549680893,0.737051793,0.645724258,,,,,,,,,,,,,,,,
6,mean,0.803962704,0.860241861,0.695015645,0.552228829,0.723335146,0.669691681,,,,,,,,,,,,,,,,
7, ,acc_std,auc_std,f1_std,mcc_std,precision_std,recall_std,,,,,,,,,,,,,,,,
8,mean_std,0.002611202,0.001564575,0.01114233,0.009620256,0.011261525,0.029166267,,,,,,,,,,,,,,,,
9, , , , , , , ,,,,,,,,,,,,,,,,
,Test,=,==,===,====,=====,======,,,,,,,,,,,,,,,,
0,UPF1_K562,acc,auc,f1,mcc,precision,recall,,,,,,,,,,,,,,,,
1,fold_1,0.757994814,0.807573723,0.606557377,0.437766515,0.667870036,0.555555556,,,,,,,,,,,,,,,,
2,fold_2,0.756986459,0.809955229,0.601840925,0.433995011,0.668940189,0.546975547,,,,,,,,,,,,,,,,
3,fold_3,0.757850763,0.810233693,0.607884301,0.43815628,0.666155419,0.558987559,,,,,,,,,,,,,,,,
4,fold_4,0.758282916,0.812054549,0.597601918,0.434425346,0.677542142,0.534534535,,,,,,,,,,,,,,,,
5,fold_5,0.757850763,0.81039865,0.619597194,0.444225641,0.655651341,0.587301587,,,,,,,,,,,,,,,,
6,mean,0.757793143,0.810043169,0.606696343,0.437713759,0.667231826,0.556670957,,,,,,,,,,,,,,,,
7, ,acc_std,auc_std,f1_std,mcc_std,precision_std,recall_std,,,,,,,,,,,,,,,,
8,mean_std,0.000484233,0.001605787,0.00827868,0.004100182,0.007824556,0.019550374,,,,,,,,,,,,,,,,
9, , , , , , , ,,,,,,,,,,,,,,,,
,Test,=,==,===,====,=====,======,,,,,,,,,,,,,,,,
0,YBX3_K562,acc,auc,f1,mcc,precision,recall,,,,,,,,,,,,,,,,
1,fold_1,0.707553708,0.660501643,0.173629243,0.128991221,0.535211268,0.103622906,,,,,,,,,,,,,,,,
2,fold_2,0.70963271,0.676091134,0.143149284,0.127015141,0.572207084,0.081807557,,,,,,,,,,,,,,,,
3,fold_3,0.706745207,0.670848865,0.264271226,0.161956544,0.515837104,0.177639268,,,,,,,,,,,,,,,,
4,fold_4,0.709401709,0.670285631,0.284414107,0.176987343,0.52687039,0.194779899,,,,,,,,,,,,,,,,
5,fold_5,0.710903211,0.664046534,0.165944685,0.139452305,0.573732719,0.09700039,,,,,,,,,,,,,,,,
6,mean,0.708847309,0.668354761,0.206281709,0.146880511,0.544771713,0.130970004,,,,,,,,,,,,,,,,
7, ,acc_std,auc_std,f1_std,mcc_std,precision_std,recall_std,,,,,,,,,,,,,,,,
8,mean_std,0.001676543,0.006124389,0.063534278,0.021814823,0.02664822,0.051401526,,,,,,,,,,,,,,,,
9, , , , , , , ,,,,,,,,,,,,,,,,
,Test,=,==,===,====,=====,======,,,,,,,,,,,,,,,,
0,ZNF622_K562,acc,auc,f1,mcc,precision,recall,,,,,,,,,,,,,,,,
1,fold_1,0.701063164,0.705220732,0.353617309,0.246444623,0.637028015,0.244735611,,,,,,,,,,,,,,,,
2,fold_2,0.709349593,0.721316845,0.430627871,0.28362857,0.62322695,0.32896584,,,,,,,,,,,,,,,,
3,fold_3,0.701532208,0.708212167,0.384788914,0.253864727,0.618012422,0.279363594,,,,,,,,,,,,,,,,
4,fold_4,0.708098812,0.70927172,0.431312824,0.280997785,0.617801047,0.331305569,,,,,,,,,,,,,,,,
5,fold_5,0.711538462,0.719124015,0.436296975,0.290065051,0.628521127,0.334113243,,,,,,,,,,,,,,,,
